# key	status	primaryFile	route	reason	bp
# Lane governance-explorer, wave 39, 2026-09-09. Owns src/pages/explorer/**, src/pages/defi/**, src/components/learn/**.
# Page "Governance and Utilities" (3sSzw1KewMtUbeLAv7uW0r, page 5210:118077) entered scope today; 428 of these 569
# frames had never been triaged. This file is a FIRST PASS over the whole assignment plus a measured build of the
# explorer dashboard cluster. Every row states which of the two it is. Sizes are read from live/ (harvest of 2026-09-09).
#
# NO BROWSER WAS USED. Column 6 is present only on rows this lane measured against the frame from source; a verdict
# there is a SOURCE verdict, never a render verdict. Rows marked FIRST PASS carry no column 6, so they read unknown at
# every width, which is the truth.
#
# Frames whose implementing file belongs to another lane (governance-account: src/components/governance, src/components/
# account, src/pages/account, src/components/notifications; and everything under src/pages/vault, src/pages/sports,
# src/pages/social, src/pages/rewards, src/pages/Airdrop.tsx, src/pages/GaugeVoting.tsx, src/pages/YieldVault*.tsx,
# src/pages/learn/index.tsx, src/components/home-redesign) are rowed with their carried status and NOT edited.
Account > Account settings > Security > 2FA > SMS [11301-127843]	not-started	src/services/security/twoFactorService.ts	/account?tab=security (would be the dialog's second tab)	TOTP-only service; no SMS rail exists (1440x900). Lane governance-account's file.
dropdown-delegate type [12136-432155]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-delegate type", 120x76: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-delegate type" 120x76, text: All delegates | Top rated; beside 11915:139136 Financials 1VH (375). -> not-started: an "All delegates / Top rated" menu placed on the Financials board; the Financials tab draws no such control (src/components/governance/TreasuryDashboard.tsx).
Claimed - not 100% represented [11314-138452]	not-started	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Claimed - not 100% represented", 548x227: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Claimed - not 100% represented" 548x227, text: (chart 128x128) in progress...; beside 5383:72757 Proposals > Staking 1VH (1440). -> not-started: the same card in progress: a 128px ring with "in progress..."; StakingPanel draws a glyph over the balance and no ring (src/components/governance/StakingPanel.tsx:604-625).
dropdown-multiselect [11314-139131]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 250x130: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 250x130, text: View delegate | Update delegation status | View delegations on Skaiscan; beside 5385:74400 Proposals > Delegation 1VH (1440). -> blocked-on-backend: a delegate row menu (View delegate / Update delegation status / View delegations on Skaiscan). The table has no rows to carry it: there is no delegate registry on SKAI (src/components/governance/DelegatesTable.tsx:131-133).
dropdown-multiselect [12136-432085]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 220x124: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 220x124, text: View delegate | Update delegation status | View delegations on Skaiscan; beside 11902:121921 Delegation (768). -> blocked-on-backend: a delegate row menu (View delegate / Update delegation status / View delegations on Skaiscan). The table has no rows to carry it: there is no delegate registry on SKAI (src/components/governance/DelegatesTable.tsx:131-133).
Claimed - not 100% represented - claimed [11314-138456]	partial	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Claimed - not 100% represented - claimed", 548x227: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Claimed - not 100% represented - claimed" 548x227, text: 406.22K SKAI | Current vault balance; beside 5383:72757 Proposals > Staking 1VH (1440). -> partial: the vault balance card after a claim ("406.22K SKAI / Current vault balance"); built as the vault-balance card in src/components/governance/StakingPanel.tsx:604-625. Not measured.
Claimed - not 100% represented [12097-431830]	not-started	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Claimed - not 100% represented", 676x194: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Claimed - not 100% represented" 676x194, text: in progress...; beside 11902:120450 Governance > Proposals > Staking (768). -> not-started: the same card in progress: a 128px ring with "in progress..."; StakingPanel draws a glyph over the balance and no ring (src/components/governance/StakingPanel.tsx:604-625).
dropdown-multiselect [12136-432120]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 200x118: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 200x118, text: View delegate | Update delegation status | View delegations on Skaiscan; beside 11907:136716 Delegation (375). -> blocked-on-backend: a delegate row menu (View delegate / Update delegation status / View delegations on Skaiscan). The table has no rows to carry it: there is no delegate registry on SKAI (src/components/governance/DelegatesTable.tsx:131-133).
dropdown-courses [11322-142230]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-courses", 163x160: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-courses" 163x160, text: All videos | Watched | In progress | New to me; beside 5443:69253 Learn > Skai university > Sample course > Purchased. -> blocked-on-backend: the open course video filter (All videos / Watched / In progress / New to me). Missing piece: a per-user watch log - src/components/learn/marketplace/LearnMarketplace.tsx:84-87 records that none exists, so Watched / In progress cannot be answered.
dropdown-multiselect [11344-143602]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 250x130: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 250x130, text: Follow author | See more on this topic | Report author; beside 5468:92781 Learn > Articles (1440). -> not-started: an article menu (Follow author / See more on this topic / Report author); no learn surface has a menu (no DropdownMenu under src/components/learn or src/pages/learn).
dropdown-multiselect [12166-455569]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 200x124: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 200x124, text: Follow author | See more on this topic | Report author; beside 11761:344888 Learn > Articles (768). -> not-started: an article menu (Follow author / See more on this topic / Report author); no learn surface has a menu (no DropdownMenu under src/components/learn or src/pages/learn).
dropdown-multiselect [12166-455585]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 180x118: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 180x118, text: Follow author | See more on this topic | Report author; beside 12141:450956 Learn > Articles (375). -> not-started: an article menu (Follow author / See more on this topic / Report author); no learn surface has a menu (no DropdownMenu under src/components/learn or src/pages/learn).
dropdown-main [11345-144023]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-main", 200x198: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-main" 200x198, text: All filters | Addresses | Tokens | Games | Markets; beside 5539:93683 Explorer 1VH (1440). -> not-started: the open menu of the explorer search filter (All filters / Addresses / Tokens / Games / Markets); the hero search has no filter control (src/pages/explorer/ExplorerDashboard.tsx:290 HeroSearch).
dropdown-main [12166-456452]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-main", 180x188: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-main" 180x188, text: All filters | Addresses | Tokens | Games | Markets; beside 11986:223183 Explorer 1VH (768). -> not-started: the open menu of the explorer search filter (All filters / Addresses / Tokens / Games / Markets); the hero search has no filter control (src/pages/explorer/ExplorerDashboard.tsx:290 HeroSearch).
dropdown-main [12166-456481]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-main", 150x178: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-main" 150x178, text: All filters | Addresses | Tokens | Games | Markets; beside 11998:328323 Explorer 1VH (375). -> not-started: the open menu of the explorer search filter (All filters / Addresses / Tokens / Games / Markets); the hero search has no filter control (src/pages/explorer/ExplorerDashboard.tsx:290 HeroSearch).
dropdown-Active TWAPs [11345-146380]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-Active TWAPs", 163x198: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-Active TWAPs" 163x198, text: All | Perps | Spot | Swaps | Bridge; beside 5570:102478 Explorer > Dashboard - transactions (1440). -> blocked-on-backend: the open menu of the Active TWAPs filter (All / Perps / Spot / Swaps / Bridge). Its table has no source: SKAI chain and its indexer keep no TWAP order records (no TWAP route in modules/skai-chain/indexer/api/rest/server.go).
dropdown-Active TWAPs [12166-456510]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-Active TWAPs", 150x188: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-Active TWAPs" 150x188, text: All | Perps | Spot | Swaps | Bridge; beside 11986:226555 Explorer > Dashboard - transactions (768). -> blocked-on-backend: the open menu of the Active TWAPs filter (All / Perps / Spot / Swaps / Bridge). Its table has no source: SKAI chain and its indexer keep no TWAP order records (no TWAP route in modules/skai-chain/indexer/api/rest/server.go).
dropdown-Active TWAPs [12166-456521]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-Active TWAPs", 120x178: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-Active TWAPs" 120x178, text: All | Perps | Spot | Swaps | Bridge; beside 11998:329996 Explorer > Dashboard - transactions (375). -> blocked-on-backend: the open menu of the Active TWAPs filter (All / Perps / Spot / Swaps / Bridge). Its table has no source: SKAI chain and its indexer keep no TWAP order records (no TWAP route in modules/skai-chain/indexer/api/rest/server.go).
dropdown-multiselect [11345-146410]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 250x46: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 250x46, text: Additional info.; beside 5570:102478 Explorer > Dashboard - transactions (1440). -> not-started: a table row's overflow menu with one item, "Additional info."; no explorer table has a row menu (no DropdownMenu under src/pages/explorer or src/components/explorer).
Additional information [11349-148487]	not-started	src/pages/explorer/AddressDetailPage.tsx	-	Component fragment "Additional information", 284x250: an explorer address-page section state in this lane's directory. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Additional information" 284x250, text: Additional info. | Status: Success | (19 block confirmations) | Transaction fee: 0.001 SKAI ($0.01) | Gas info: 29,101 gas used | Nonce: 56729 (in ...; beside 5638:112382 Explorer > Address 1VH (1440). -> not-started: the transaction "Additional info." popover (status with block confirmations, fee, gas, nonce); not built - no row menu opens it and nothing in src/pages/explorer draws it.
Additional information [12166-456349]	not-started	src/pages/explorer/AddressDetailPage.tsx	-	Component fragment "Additional information", 250x250: an explorer address-page section state in this lane's directory. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Additional information" 250x250, text: Additional info. | Status: Success | (19 block confirmations) | Transaction fee: 0.001 SKAI | Gas info | Nonce; beside 11989:231104 Explorer > Address (768). -> not-started: the transaction "Additional info." popover (status with block confirmations, fee, gas, nonce); not built - no row menu opens it and nothing in src/pages/explorer draws it.
Additional information [12166-456409]	not-started	src/pages/explorer/AddressDetailPage.tsx	-	Component fragment "Additional information", 220x248: an explorer address-page section state in this lane's directory. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Additional information" 220x248, text: (same as 456349); beside 11998:337508 Explorer > Address (375). -> not-started: the transaction "Additional info." popover (status with block confirmations, fee, gas, nonce); not built - no row menu opens it and nothing in src/pages/explorer draws it.
dropdown-multiselect [11349-148646]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 250x46: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 250x46, text: Additional info.; beside 5638:112382 Explorer > Address 1VH (1440). -> not-started: a table row's overflow menu with one item, "Additional info."; no explorer table has a row menu (no DropdownMenu under src/pages/explorer or src/components/explorer).
dropdown-multiselect [12166-456389]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 200x44: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 200x44, text: Additional info.; beside 11989:231104 Explorer > Address (768). -> not-started: a table row's overflow menu with one item, "Additional info."; no explorer table has a row menu (no DropdownMenu under src/pages/explorer or src/components/explorer).
dropdown-multiselect [12166-456532]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 200x44: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 200x44, text: Additional info.; beside 11986:226555 Explorer > Dashboard - transactions (768). -> not-started: a table row's overflow menu with one item, "Additional info."; no explorer table has a row menu (no DropdownMenu under src/pages/explorer or src/components/explorer).
dropdown-multiselect [12166-456402]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-multiselect", 200x42: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-multiselect" 200x42, text: Additional info.; beside 11998:337508 Explorer > Address (375). -> not-started: a table row's overflow menu with one item, "Additional info."; no explorer table has a row menu (no DropdownMenu under src/pages/explorer or src/components/explorer).
dropdown-addresses [11349-148686]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-addresses", 163x274: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-addresses" 163x274, text: All time | Today | Yesterday | Last week | Last month | 6 months | 1 year; beside 5664:127738 Explorer > Address > Others 1VH (1440). -> not-started: a timeframe menu (All time ... 1 year) on the address Others tab; the tab (More, src/pages/explorer/AddressDetailPage.tsx:1673-1720) draws no timeframe control.
dropdown-addresses [12166-456544]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-addresses", 150x274: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-addresses" 150x274, text: All time | Today | Yesterday | Last week | Last month | 6 months | 1 year; beside 11992:239733 Explorer > Address > Others (768). -> not-started: a timeframe menu (All time ... 1 year) on the address Others tab; the tab (More, src/pages/explorer/AddressDetailPage.tsx:1673-1720) draws no timeframe control.
dropdown-addresses [12166-456568]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-addresses", 120x246: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-addresses" 120x246, text: All time | ... | 1 year; beside 11998:347934 Explorer > Address > Others (375). -> not-started: a timeframe menu (All time ... 1 year) on the address Others tab; the tab (More, src/pages/explorer/AddressDetailPage.tsx:1673-1720) draws no timeframe control.
dropdown-Chart [12166-456559]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-Chart", 150x152: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-Chart" 150x152, text: All time | 30 days | 1 week | 1 day; beside 11992:239733 Explorer > Address > Others (768). -> not-started: a chart range menu (All time / 30 days / 1 week / 1 day) on the address Others tab; the tab (More, src/pages/explorer/AddressDetailPage.tsx:1673-1720) draws no chart or range control.
dropdown-Chart [11349-148702]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-Chart", 163x160: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-Chart" 163x160, text: All time | 30 days | 1 week | 1 day; beside 5664:127738 Explorer > Address > Others 1VH (1440). -> not-started: a chart range menu (All time / 30 days / 1 week / 1 day) on the address Others tab; the tab (More, src/pages/explorer/AddressDetailPage.tsx:1673-1720) draws no chart or range control.
dropdown-Chart [12166-456583]	not-started	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-Chart", 120x144: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-Chart" 120x144, text: All time | 30 days | 1 week | 1 day; beside 11998:347934 Explorer > Address > Others (375). -> not-started: a chart range menu (All time / 30 days / 1 week / 1 day) on the address Others tab; the tab (More, src/pages/explorer/AddressDetailPage.tsx:1673-1720) draws no chart or range control.
sidebar - open airdrop [11370-187312]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar - open airdrop", 248x844: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. ASSESSED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), unknown -> not-started: the section column this board exists to draw is not built. The left sidebar is one component whose middle column is section-contextual, and each section's board is named "sidebar - open <section>" (src/components/home-redesign/sidebarSurfaces.ts:5-16). The resolver knows five surfaces - home, trade, play, predict, social (SidebarSurfaceId, :58) - and resolveSidebarSurface falls back to home for any other pathname (:910-915), so /airdrop draws the home AI-chat column. The shared chrome exists; the Airdrop column does not.
sidebar [11370-188203]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 248x844: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 248x844, text: New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop | Governance | Explorer | Dashboard | Addresses | Analytics | Intelligent support; beside 5515:92313 Yield vaults > Sample vault item 1VH (1440). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar - open casino [11664-305419]	partial	src/components/layout (app sidebar)	-	Component fragment "sidebar - open casino", 296x812: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. ASSESSED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), unknown -> partial: the casino column is built. The play surface of src/components/home-redesign/HomeSidebarExpanded.tsx seeds the Casino accordion open (sidebarSurfaces.ts:14 names 4711:29339 "sidebar - open casino"; CASINO_ROWS :227), the verdict the other pages' casino-open cuts carry. This 296x812 drawer cut has not been measured.
sidebar [11705-320498]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 296x812: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 296x812, text: Search anything... | New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop | Governance | Explorer; beside 11705:320608 Airdrop 1VH (375). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [12166-456592]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 296x916: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 296x916, text: Search anything... | New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop; beside 11998:326822 Explorer (375). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [11713-326573]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 318x1024: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 318x1024, text: Search anything... | New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop | Governance | Explorer; beside 11664:305643 Airdrop 1VH (768). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [11664-305531]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 318x1024: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 318x1024, text: Search anything... | New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop | Governance | Explorer | Intelligent support; beside 11667:312902 Yield vaults 1VH (768). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [12166-456702]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 318x1024: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 318x1024, text: Search anything... | New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop; beside 11983:182767 Explorer (768). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
