# bug-node-index.tsv - LAYER D: every Figma node-id referenced by an OPEN bug report,
# resolved to {type, name, depth, owning screen, page, catalog section}.
#
# Built 2026-08-13 from: open bug_reports (status in new/needs_info/backlog/reopened/in_progress)
# with a non-empty figma_link -> 488 reports / 445 distinct links / 430 distinct (fileKey,node) pairs.
# Resolution method: figma.getNodeByIdAsync(id), then walk .parent to the PAGE and record the
# last node before it as the owning screen. This is the layer-D method CATALOG_DESIGN.md specifies.
#
# WHY THIS FILE EXISTS: the catalog indexes top-level children of a page (whole screens), but
# reporters link to the thing that is wrong - a panel, modal or button nested 1-12 levels deep.
# Before this file, 332 of 430 bug-linked nodes (77%) resolved to nothing in the catalog.
#
# status column:
#   screen   = the link points at a catalogued top-level screen (depth 0)
#   child    = a descendant of a catalogued screen, resolved in the file the link named
#   retarget = resolved in a DIFFERENT file than the link named - the link file key is STALE.
#              Use resolvedFileKey, not linkFileKey. See FILE_ROUTING.md.
#   alias    = already covered by a bugref-aliases.tsv row
#   gone     = resolves in NEITHER product file NOR the Games file. Deleted upstream in Figma.
#              Verified twice, via getNodeByIdAsync and via get_metadata. Do not treat these as
#              a coverage gap and do not go looking for them - the design node no longer exists.
#
# 2026-08-13 CORRECTION (wave-4 trench lane): four rows below were marked `alias` onto
#   parents 9899-106438 / 9896-104373 / 9893-94731. Those PARENTS do not resolve either.
#   Probed with figma.getNodeByIdAsync on BOTH product files, with 13006-212012 /
#   13006-210578 as a positive control (both found, page '✅ Trade 2'). All seven ids
#   returned null in both files, so 9899-106439 / 9899-106541 / 9902-114827 /
#   9902-115168 are now `gone`. An `alias` row whose target is itself dead sends the
#   next reader looking for a frame that does not exist.
# depth = levels between the referenced node and its owning screen (0 = the screen itself).
# openRefs = number of OPEN bug reports pointing at this (linkFileKey,node) pair.
#
refNode	linkFileKey	resolvedFileKey	status	section	type	name	depth	page	owningScreenNode	owningScreenTitle	openRefs
3023-15259	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	CTA-grouped	3	✅ Wallet 1	3023-11938	Skai > Wallet > get the app > new user > create new wallet 1VH (1440 x 900px)	1
3023-15273	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	FRAME	main	1	✅ Wallet 1	3023-11938	Skai > Wallet > get the app > new user > create new wallet 1VH (1440 x 900px)	1
3026-16854	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 172	2	✅ Wallet 1	3026-16493	Skai > Wallet > continue on web > home 1VH (1440 x 900px)	1
3026-16856	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 269	2	✅ Wallet 1	3026-16493	Skai > Wallet > continue on web > home 1VH (1440 x 900px)	1
3044-17483	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 289	5	✅ Wallet 1	3026-16493	Skai > Wallet > continue on web > home 1VH (1440 x 900px)	1
3046-17493	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	FRAME	Frame 332	5	✅ Wallet 1	3026-16493	Skai > Wallet > continue on web > home 1VH (1440 x 900px)	1
3046-17494	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 333	5	✅ Wallet 1	3026-16493	Skai > Wallet > continue on web > home 1VH (1440 x 900px)	1
3070-854	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 285	3	✅ Wallet 1	3070-775	Skai > Wallet > continue on web > home - skin 3 1VH (1440 x 900px)	1
3070-882	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 327	8	✅ Wallet 1	3070-775	Skai > Wallet > continue on web > home - skin 3 1VH (1440 x 900px)	1
3080-811	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	(catalogued frame)	Skai > Wallet > continue on web > home > right-sidecar > wallet accounts 1VH (1440 x 900px)	0	✅ Wallet 1	3080-811	Skai > Wallet > continue on web > home > right-sidecar > wallet accounts 1VH (1440 x 900px)	1
7479-136147	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	modal	2	✅ Wallet 1	7479-135805	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key 1VH (1440 x 900px)	1
7479-136166	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	INSTANCE	input/primary-inputs	3	✅ Wallet 1	7479-135805	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key 1VH (1440 x 900px)	1
7479-136553	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	modal	2	✅ Wallet 1	7479-136195	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key - reveal 1VH (1440 x 900px)	1
7479-136567	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	card	3	✅ Wallet 1	7479-136195	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key - reveal 1VH (1440 x 900px)	1
7479-136575	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 203	3	✅ Wallet 1	7479-136195	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key - reveal 1VH (1440 x 900px)	1
7479-137155	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	modal	2	✅ Wallet 1	7479-136955	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove wallet 1VH (1440 x 900px)	1
7479-137162	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	content	4	✅ Wallet 1	7479-136955	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove wallet 1VH (1440 x 900px)	1
7479-137167	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	card	3	✅ Wallet 1	7479-136955	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove wallet 1VH (1440 x 900px)	1
7479-137175	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 203	3	✅ Wallet 1	7479-136955	Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove wallet 1VH (1440 x 900px)	1
7479-137527	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 338	1	✅ Wallet 1	7479-137328	Skai > Wallet > continue on web > home > right-sidecar > Add wallet 1VH (1440 x 900px)	1
7479-139312	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	modal	2	✅ Wallet 1	7479-137772	Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Create new 1VH (1440 x 900px)	1
7482-144255	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	FRAME	Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Private key 1VH (1440 x 900px)	0	✅ Wallet 1	7482-144255	Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Private key 1VH (1440 x 900px)	1
7482-144455	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	modal	2	✅ Wallet 1	7482-144255	Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Private key 1VH (1440 x 900px)	1
7491-148664	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	FRAME	Main container	2	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7491-148699	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	INSTANCE	input/primary-inputs	5	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7491-148700	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	input/primary-inputs	5	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7491-148716	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	CTA/button	5	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7491-148751	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	FRAME	PnL post - up with profit ALT	2	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7491-149453	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 393	3	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7492-150283	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 347	4	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7492-150310	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	Frame 397	5	✅ Wallet 1	7491-148345	Skai > Wallet > continue on web > home - skin 2 > Share net worth 1VH (1440 x 900px)	1
7630-110860	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	(catalogued frame)	Cards - with skins	0	✅ Wallet 1	7630-110860	Cards - with skins	1
9941-238158	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	FRAME	modal	2	✅ Wallet 1	7482-142212	Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Recovery phrase 1VH (1440 x 900px)	1
9941-238158	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	modal	2	✅ Wallet 1	7482-142212	Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Recovery phrase 1VH (1440 x 900px)	1
13008-28901	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 345	2	✅ Wallet 2	13008-28886	Skai > Wallet > continue on web > home > chart 1VH (1440 x 900px)	1
13008-28908	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 270	3	✅ Wallet 2	13008-28886	Skai > Wallet > continue on web > home > chart 1VH (1440 x 900px)	1
13008-28946	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Simple Chart line	3	✅ Wallet 2	13008-28886	Skai > Wallet > continue on web > home > chart 1VH (1440 x 900px)	1
13008-29589	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	wallet-2	(catalogued frame)	Skai > Wallet > continue on web > home > bridge 1VH (1440 x 900px)	0	✅ Wallet 2	13008-29589	Skai > Wallet > continue on web > home > bridge 1VH (1440 x 900px)	1
13008-29809	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 337	1	✅ Wallet 2	13008-29693	Skai > Wallet > continue on web > home > bridge > bridge settings 1VH (1440 x 900px)	1
13008-29852	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 345	2	✅ Wallet 2	13008-29837	Skai > Wallet > continue on web > home > insights 1VH (1440 x 900px)	1
13008-29859	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 270	3	✅ Wallet 2	13008-29837	Skai > Wallet > continue on web > home > insights 1VH (1440 x 900px)	1
13008-30032	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Main container	1	✅ Wallet 2	13008-30018	Skai > Wallet > continue on web > home > share 1VH (1440 x 900px)	1
13008-32473	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 345	2	✅ Wallet 2	13008-31653	Skai > Wallet > continue on web > home > share - Expand 1VH (1440 x 900px)	1
13008-34634	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	wallet-2	(catalogued frame)	Gradient	0	✅ Wallet 2	13008-34634	Gradient	1
13008-36181	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 345	2	✅ Wallet 2	13008-36166	Skai > Wallet > continue on web > home > spending 1VH (1440 x 900px)	1
13008-36228	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 299	4	✅ Wallet 2	13008-36166	Skai > Wallet > continue on web > home > spending 1VH (1440 x 900px)	1
13008-36541	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 337	1	✅ Wallet 2	13008-36367	Skai > Wallet > continue on web > home > Approvals 1VH (1440 x 900px)	1
13008-36714	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 373	4	✅ Wallet 2	13008-36677	Skai > Wallet > continue on web > home > batch - step 1 1VH (1440 x 900px)	1
13008-37464	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 346	2	✅ Wallet 2	13008-37430	Skai > Wallet > continue on web > home > request from user - step 1 1VH (1440 x 900px)	1
13008-37537	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Main container	1	✅ Wallet 2	13008-37523	Skai > Wallet > continue on web > home > request with QR - step 2 1VH (1440 x 900px)	1
13008-37635	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Main container	1	✅ Wallet 2	13008-37621	Skai > Wallet > continue on web > home > request from user - step 2 1VH (1440 x 900px)	1
13008-37660	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	Frame 366	4	✅ Wallet 2	13008-37621	Skai > Wallet > continue on web > home > request from user - step 2 1VH (1440 x 900px)	1
13008-37672	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet-2	FRAME	input/primary-inputs	4	✅ Wallet 2	13008-37621	Skai > Wallet > continue on web > home > request from user - step 2 1VH (1440 x 900px)	1
#
# APPENDED 2026-08-19 - 7 new /rewards reports (552faf00, 2d17587a, b216f949, 757d795c,
# edcbc1d6, 3236d523, 9c5e45f9) post-date the 2026-08-13 build above, so none of their
# nodes were in it. Resolved by hand via get_metadata rather than the .parent walk:
#   8911-163463/163817/163781 tile the 1440x900 Rewards screen exactly (main x=58 y=92,
#     sidebar x=0 w=58, header y=0 h=92), which is how the owning screen was established.
#   8911-163781 is an INSTANCE of the shared Header-desktop-two-layer component - app-wide
#     chrome, NOT a rewards-specific frame. Treat b216f949 as a header-component question.
#   8911-161038 is the account menu ('dropdown-3'); its parent was NOT walked, so the
#     owningScreen columns are deliberately blank rather than guessed.
#   8909-139269 / 8909-141201 are both full 1440x900 overlay frames (the Sponsor market
#     rewards modal, steps 1 and 2) and are recorded as screens in their own right.
#
8911-163463	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	main	1	✅ Predict	8911-163462	Skai > Predict > Rewards 1VH (1440 x 900px)	1
8911-163817	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	sidebar	1	✅ Predict	8911-163462	Skai > Predict > Rewards 1VH (1440 x 900px)	1
8911-163781	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	INSTANCE	Header-desktop-two-layer	1	✅ Predict	8911-163462	Skai > Predict > Rewards 1VH (1440 x 900px)	1
8911-161038	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	dropdown-3					1
8909-139269	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	FRAME	Overlay	0	✅ Predict	8909-139269	Sponsor market rewards - step 1 (disclosure) 1440x900	1
8909-141201	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	FRAME	Overlay	0	✅ Predict	8909-141201	Sponsor market rewards - step 2 (deposit) 1440x900	1
# 2026-08-26 REFRESH - layer D re-run against the CURRENT open backlog.
#   Source: bug_reports status in (new,needs_info,triaged,in_progress,backlog) with a figma_link,
#   plus free-text figma.com URLs. 279 reports -> 256 distinct (fileKey,node) pairs.
#   Of those 256: 10 were already registry frames, 65 already bugref-aliases rows, 39 already
#   indexed here, and the remaining 142 were unaccounted for. All 142 are appended below.
#   ALL 142 RESOLVED - zero `gone`. The gap was staleness, not deletion: this index was last
#   built 2026-08-13 and the backlog has turned over since.
#
# CAUTION for whoever re-runs this: 34 of the owning screens named below have NO registry.json
#   row. My first reading of that was WRONG and is recorded here so nobody repeats it: I called it
#   a layer-B coverage gap. It is not. 33 of the 34 are already present in predict/play/social
#   .nodes.txt - the SOURCE lists are complete. Only the DERIVED registry.json is behind, because
#   it was generated 2026-08-20 while the node lists have grown since (pages.json was re-harvested
#   2026-08-26). The fix is `node build-registry.mjs`, not adding ids.
#   ONE id is genuinely absent from any source list: 10130-14013 on the Games Towers page.
#   ! The general lesson: registry.json is a DERIVED artifact. Diffing against it and concluding
#   "the catalog is missing X" measures the rebuild date, not coverage. Check <section>.nodes.txt
#   before calling anything a gap.
#
# ! Frame TITLES in the Games file routinely name a DIFFERENT game than the page that owns them
#   (owningScreenTitle "...Blackjack..." on page "Limbo", "...Scratchers..." on page "Roulette").
#   The PAGE column is the reliable one. See TRAPS.md.
10227-200411	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	social	FRAME	dropdown-members	0	✅ Social	10227-200411	dropdown-members	1
10232-201330	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	Right menu	1	✅ Social	10232-200912	Skai > Social > Groups - search > Discover > View group > Adjust settings (1440 x 900px)	1
3456-3144	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	main	1	✅ Predict	3456-3142	Skai > Predict > sports > Futures (1440 x 900px)	1
3558-39826	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Prediction markets	2	✅ Predict	3554-10890	Skai > Predict > Dashboard 1VH (1440 x 900px)	1
3562-40406	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Prediction markets	2	✅ Predict	3562-40397	Skai > Predict > Dashboard (1440 x 900px)	1
3620-47891	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Prediction markets	2	✅ Predict	3620-47881	Skai > Predict > Dashboard > Elections (1440 x 900px)	1
3624-51457	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Prediction markets	2	✅ Predict	3624-51447	Skai > Predict > Dashboard > Economy (1440 x 900px)	1
3631-56793	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	FRAME	Calendar - multiple dates	0	✅ Predict	3631-56793	Calendar - multiple dates	1
3639-56861	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Prediction markets	2	✅ Predict	3631-56374	Skai > Predict > Dashboard > Sports (1440 x 900px)	1
3640-58289	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	main	1	✅ Predict	3640-58287	Skai > Predict > Dashboard > Oscars (1440 x 900px)	1
4599-53226	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Main container	1	✅ Play	4599-53456	Bets - Recent	1
4601-61647	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Frame 606	6	✅ Play	4595-49807	Skai > Play 1VH (1440 x 900px)	1
4623-65354	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	play	FRAME	sidebar - open - sportsbook | scroll	0	✅ Play	4623-65354	sidebar - open - sportsbook | scroll	1
4623-65431	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Top main	1	✅ Play	4623-65430	sidebar - open casino	1
4676-39208	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Frame 650	2	✅ Play	4623-65430	sidebar - open casino	1
4711-28758	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	sidebar	1	✅ Play	4711-28434	Skai > Play > Casino (1440 x 900px)	1
4714-31724	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	main	1	✅ Play	4714-31722	Skai > Play > Casino > New games (1440 x 900px)	1
4714-32446	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	row	5	✅ Play	4711-28434	Skai > Play > Casino (1440 x 900px)	1
4714-32559	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Main container	4	✅ Play	4711-28434	Skai > Play > Casino (1440 x 900px)	1
4714-32636	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Main container	4	✅ Play	4711-28434	Skai > Play > Casino (1440 x 900px)	1
4714-32974	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Frame 419	8	✅ Play	4711-28434	Skai > Play > Casino (1440 x 900px)	1
4758-62173	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Main container	1	✅ Play	4758-62172	Bets - My bets	1
4792-31204	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	main	1	✅ Play	4792-31202	Skai > Play > Casino > Live RTP - return to player (1440 x 900px)	1
4799-61761	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	INSTANCE	CTA/button	5	✅ Play	4799-60925	Skai > Play > Sportsbook 1VH (1440 x 900px)	1
5194-270744	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5194-270743	Skai > Social > Groups - search 1VH (1440 x 900px)	1
5198-47083	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5198-47082	Skai > Social > Groups - search - empty 1VH (1440 x 900px)	1
5198-47892	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5198-47891	Skai > Social > Groups - search > Discover 1VH (1440 x 900px)	1
5198-50315	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5198-50314	Skai > Social > Groups - search > Created 1VH (1440 x 900px)	1
5198-51022	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	social	FRAME	Skai > Social > Groups - search > Discover > Join gated group 1VH (1440 x 900px)	0	✅ Social	5198-51022	Skai > Social > Groups - search > Discover > Join gated group 1VH (1440 x 900px)	1
5198-63238	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	Right menu	1	✅ Social	5198-62746	Skai > Social > Groups - search - empty > Create group 1VH (1440 x 900px)	1
5202-63934	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5202-63932	Skai > Social > Groups - search > Discover > View group (1440 x 900px)	1
5203-64552	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5203-64550	Skai > Social > Groups - search > Discover > View group (1440 x 900px)	1
5204-65394	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	main	1	✅ Social	5204-65392	Skai > Social > Groups - search > Discover > View group (1440 x 900px)	1
5221-22665	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	social	FRAME	dropdown	1	✅ Social	4998-155882	Skai > Social > Live 1VH (1440 x 900px)	1
8583-127991	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 402	2	✅ Predict	8583-127820	Skai > Predict 1VH (1440 x 900px)	1
8610-164236	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Prediction markets	2	✅ Predict	8610-163972	Skai > Predict (1440 x 900px)	1
8987-141552	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Scroll bar 3	1	✅ Play	4595-49807	Skai > Play 1VH (1440 x 900px)	1
9099-131647	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	play	FRAME	dropdown-main	0	✅ Play	9099-131647	dropdown-main	1
9099-146677	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	Frame 415	5	✅ Play	9099-146637	Skai > Play (1440 x 900px)	1
9099-146686	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	card	4	✅ Play	9099-146637	Skai > Play (1440 x 900px)	1
9099-146736	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	play	FRAME	row	5	✅ Play	9099-146637	Skai > Play (1440 x 900px)	1
